"individual","KephLevel","RegulatoryBody","FacilityType","Owner"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19716","Level 2","Ministry of Health","Dispensaries and clinic-out patient only","Private Practice - Nurse / Midwifery"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19717","Level 2","Nursing Council of Kenya (Private Practice)","Dispensaries and clinic-out patient only","Private Practice - Nurse / Midwifery"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19718","Level 2","Kenya MPDB - Private Practice","Dispensaries and clinic-out patient only","Private Practice - General Practitioner"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19719","Level 2","Ministry of Health","Dispensaries and clinic-out patient only","Non-Governmental Organizations"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19723","Level 3","Kenya MPDB - Private Practice","Basic primary health care facility","Private Practice - Clinical Officer"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19724","Level 2","Ministry of Health","Dispensaries and clinic-out patient only","Ministry of Health"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19725","Level 2","Nursing Council of Kenya (Private Practice)","Dispensaries and clinic-out patient only","Private Practice - Nurse / Midwifery"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19727","Level 2","Ministry of Health","Dispensaries and clinic-out patient only","Ministry of Health"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19729","Level 2","Nursing Council of Kenya (Private Practice)","Dispensaries and clinic-out patient only","Private Practice - Nurse / Midwifery"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19730","Level 2","Clinical Officers Council","Dispensaries and clinic-out patient only","Private Practice - Clinical Officer"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19731","Level 2","Ministry of Health","Dispensaries and clinic-out patient only","Ministry of Health"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19732","Level 2","Clinical Officers Council","Dispensaries and clinic-out patient only","Private Practice - Clinical Officer"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19733","Level 2","Nursing Council of Kenya (Private Practice)","Dispensaries and clinic-out patient only","Private Practice - Nurse / Midwifery"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19735","Level 2","Ministry of Health","Dispensaries and clinic-out patient only","Public Institution"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19738","Level 2","Ministry of Health","Dispensaries and clinic-out patient only","Ministry of Health"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19739","Level 3","Kenya MPDB - Private Practice","Basic primary health care facility","Private Practice - Clinical Officer"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19741","Level 2","Kenya MPDB - Private Practice","Dispensaries and clinic-out patient only","Private Practice - General Practitioner"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19742","Level 2","Kenya MPDB - Private Practice","Dispensaries and clinic-out patient only","Private Practice - General Practitioner"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19746","Level 2","Nursing Council of Kenya (Private Practice)","Dispensaries and clinic-out patient only","Private Practice - Nurse / Midwifery"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19749","Level 2","Other","Dispensaries and clinic-out patient only","Private Practice - Clinical Officer"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19751","Level 2","Ministry of Health","Dispensaries and clinic-out patient only","Ministry of Health"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19752","Level 2","Ministry of Health","Dispensaries and clinic-out patient only","Ministry of Health"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19754","Level 2","Ministry of Health","Dispensaries and clinic-out patient only","Private Practice - Clinical Officer"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19755","Level 2","Nursing Council of Kenya (Private Practice)","Dispensaries and clinic-out patient only","Private Practice - Nurse / Midwifery"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19756","Level 2","Ministry of Health","Dispensaries and clinic-out patient only","Ministry of Health"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19757","Level 2","Kenya MPDB - Private Practice","Basic primary health care facility","Private Practice - General Practitioner"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19758","Level 2","Ministry of Health","Dispensaries and clinic-out patient only","Ministry of Health"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19759","Level 2","Clinical Officers Council","Dispensaries and clinic-out patient only","Private Practice - Clinical Officer"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19760","Level 2","Clinical Officers Council","Dispensaries and clinic-out patient only","Private Enterprise (Institution)"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19761","Level 2","Clinical Officers Council","Basic primary health care facility","Private Practice - Clinical Officer"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19763","Level 2","Ministry of Health","Dispensaries and clinic-out patient only","Academic"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19764","Level 2","Ministry of Health","Dispensaries and clinic-out patient only","Private Practice - Clinical Officer"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19766","Level 2","Ministry of Health","Dispensaries and clinic-out patient only","Private Enterprise (Institution)"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19767","Level 2","Ministry of Health","Dispensaries and clinic-out patient only","Academic"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19768","Level 2","Ministry of Health","Dispensaries and clinic-out patient only","Private Enterprise (Institution)"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19769","Level 2","Ministry of Health","Dispensaries and clinic-out patient only","Private Enterprise (Institution)"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19770","Level 2","Other","Basic primary health care facility","Private Enterprise (Institution)"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19771","Level 2","Ministry of Health","Dispensaries and clinic-out patient only","Academic"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19775","Level 2","Ministry of Health","Dispensaries and clinic-out patient only","Academic"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19776","Level 2","Other","Dispensaries and clinic-out patient only","Private Practice - General Practitioner"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19777","Level 2","Ministry of Health","Dispensaries and clinic-out patient only","Academic"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19778","Level 2","Ministry of Health","Dispensaries and clinic-out patient only","Academic"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19779","Level 2","Clinical Officers Council","Dispensaries and clinic-out patient only","Private Practice - Clinical Officer"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19781","Level 2","Kenya MPDB - Institution","Dispensaries and clinic-out patient only","Private Practice - General Practitioner"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19782","Level 2","Clinical Officers Council","Dispensaries and clinic-out patient only","Private Practice - Clinical Officer"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19783","Level 2","Kenya MPDB - Institution","Dispensaries and clinic-out patient only","Private Practice - General Practitioner"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19784","Level 2","Ministry of Health","Dispensaries and clinic-out patient only","Academic"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19785","Level 2","Other","Basic primary health care facility","Private Enterprise (Institution)"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19786","Level 2","Nursing Council of Kenya (Private Practice)","Dispensaries and clinic-out patient only","Private Practice - Nurse / Midwifery"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19787","Level 2","Clinical Officers Council","Dispensaries and clinic-out patient only","Private Practice - Clinical Officer"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19789","Level 2","Nursing Council of Kenya (Private Practice)","Dispensaries and clinic-out patient only","Private Practice - Nurse / Midwifery"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19791","Level 2","Clinical Officers Council","Dispensaries and clinic-out patient only","Private Practice - Clinical Officer"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19792","Level 2","Nursing Council of Kenya (Private Practice)","Dispensaries and clinic-out patient only","Private Practice - Nurse / Midwifery"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19793","Level 2","Clinical Officers Council","Dispensaries and clinic-out patient only","Private Practice - Clinical Officer"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19794","Level 2","Nursing Council of Kenya (Private Practice)","Dispensaries and clinic-out patient only","Private Practice - Nurse / Midwifery"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19795","Level 2","Nursing Council of Kenya (Private Practice)","Dispensaries and clinic-out patient only","Private Practice - Nurse / Midwifery"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19796","Level 2","Clinical Officers Council","Dispensaries and clinic-out patient only","Private Practice - Clinical Officer"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19797","Level 2","Kenya MPDB - Private Practice","Dispensaries and clinic-out patient only","Private Practice - General Practitioner"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19800","Level 2","Nursing Council of Kenya (Private Practice)","Dispensaries and clinic-out patient only","Private Practice - Nurse / Midwifery"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19801","Level 2","Nursing Council of Kenya (Private Practice)","Dispensaries and clinic-out patient only","Private Practice - Nurse / Midwifery"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19802","Level 2","Nursing Council of Kenya (Private Practice)","Dispensaries and clinic-out patient only","Private Practice - Nurse / Midwifery"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19803","Level 2","Nursing Council of Kenya (Private Practice)","Dispensaries and clinic-out patient only","Private Practice - Nurse / Midwifery"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19804","Level 2","Nursing Council of Kenya (Private Practice)","Dispensaries and clinic-out patient only","Private Practice - Nurse / Midwifery"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19805","Level 2","Kenya Medical Laboratory, Tech & Technologists Board","Dispensaries and clinic-out patient only","Private Enterprise (Institution)"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#19806","Level 2","Nursing Council of Kenya (Private Practice)","Dispensaries and clinic-out patient only","Private Practice - Nurse / Midwifery"
